"product_id","source_id","canonical_path","image_index","raw_url","normalized_url","source","http_status","content_type","observed_at","width","height","rights_status","rights_source","availability_status","resolution_status","product_match_status","watermark_status","cropping_status","schema_approved"
"1020","8076674943","/catalog/product/fara-perednyaya-pravaya-verhnyaya-nissan-x-trail-t33-1020/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.09kNSLawfzA7__09J2Oa5CzofTC94Xc6uw.3Jpkt2AfoX710Vv6Q9B8etnOf0tVvT3Qz1vBJC0g3qk","https://80.img.avito.st/image/1/1.09kNSLawfzA7__09J2Oa5CzofTC94Xc6uw.3Jpkt2AfoX710Vv6Q9B8etnOf0tVvT3Qz1vBJC0g3qk","avito","206","image/jpeg","2026-08-09T12:21:44.596Z","181","137","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1021","8076002209","/catalog/product/fara-levaya-tank-500-1021/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.CD3T3rawpNTlaSbZz9ZAAPJ-ptRjd6zeZQ.JbveyofMeecGSO8qd_eaualO5fwj938FttWZYPxKUVU","https://80.img.avito.st/image/1/1.CD3T3rawpNTlaSbZz9ZAAPJ-ptRjd6zeZQ.JbveyofMeecGSO8qd_eaualO5fwj938FttWZYPxKUVU","avito","206","image/jpeg","2026-08-09T12:21:44.597Z","634","411","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1022","8108038452","/catalog/product/zadnii-levyi-fonar-volkswagen-tavendor-1022/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.r7hrZbawA1Fd0oFcOT-_gkTFAVHbzAtb3Q.tN8qt4cDGqsueu5b_W0u-Y4G8_QRCSLV7p5rNic18Ko","https://80.img.avito.st/image/1/1.r7hrZbawA1Fd0oFcOT-_gkTFAVHbzAtb3Q.tN8qt4cDGqsueu5b_W0u-Y4G8_QRCSLV7p5rNic18Ko","avito","206","image/jpeg","2026-08-09T12:21:44.597Z","228","135","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1023","8108345729","/catalog/product/fara-perednyaya-levaya-toyota-rav4-v-1023/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.AHTMaLawrJ363y6QwBAIN-PIrp18waSXeg.iyUvzRhWEQQYr1Y1ek4dSIoo_pU-ZHWfbICimBhJ5v0","https://80.img.avito.st/image/1/1.AHTMaLawrJ363y6QwBAIN-PIrp18waSXeg.iyUvzRhWEQQYr1Y1ek4dSIoo_pU-ZHWfbICimBhJ5v0","avito","206","image/jpeg","2026-08-09T12:21:44.598Z","226","144","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1024","8076250090","/catalog/product/fara-pravaya-toyota-corolla-1024/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.C0CEHbawp6myqiWknh1DfaW9pak0tK-jMg.Fyr-7bJuFVSExwpIXwsdKVqONTAExU0FvnS77NM-KZc","https://80.img.avito.st/image/1/1.C0CEHbawp6myqiWknh1DfaW9pak0tK-jMg.Fyr-7bJuFVSExwpIXwsdKVqONTAExU0FvnS77NM-KZc","avito","206","image/jpeg","2026-08-09T12:21:44.599Z","129","116","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1025","7948252872","/catalog/product/zadnyaya-fara-pravaya-toyota-highlander-xu70-1025/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.OnHCRrawlpj08RSVuipnT-PmlJhy756SdA.2IpxI9P9-TLZmWVCSEEqoVOF41wYHm-bD88HuaEQNUo","https://80.img.avito.st/image/1/1.OnHCRrawlpj08RSVuipnT-PmlJhy756SdA.2IpxI9P9-TLZmWVCSEEqoVOF41wYHm-bD88HuaEQNUo","avito","206","image/jpeg","2026-08-09T12:21:44.599Z","82","147","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1026","3981501981","/catalog/product/fara-svetodiodnaya-perednyaya-lixiang-l7-max-orig-1026/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.FDrQOrawuNPmjTre9D5ABPGautNgk7DZZg.VTeTDHGq-oMjJ7ZV8whExBRpWe91RfzMnOzMbTpAw5I","https://80.img.avito.st/image/1/1.FDrQOrawuNPmjTre9D5ABPGautNgk7DZZg.VTeTDHGq-oMjJ7ZV8whExBRpWe91RfzMnOzMbTpAw5I","avito","206","image/jpeg","2026-08-09T12:21:44.772Z","1280","435","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1027","8044854684","/catalog/product/fonar-perednii-tsentralnyi-levyi-voyah-taishan-1027/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.yVMBD7awZbo3uOe3H2SlYCCvZ7qxpm2wtw.H8EnDsh1Pk_uvGHzKIVqN3johK2NYcshSLWg5TPKgQ0","https://80.img.avito.st/image/1/1.yVMBD7awZbo3uOe3H2SlYCCvZ7qxpm2wtw.H8EnDsh1Pk_uvGHzKIVqN3johK2NYcshSLWg5TPKgQ0","avito","206","image/jpeg","2026-08-09T12:21:44.784Z","510","254","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1028","7980583132","/catalog/product/pravyi-zadnii-fonar-wey-80-1028/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.kMPgw7awPCrWdL4nzJHy_8FjPipQajQgVg.8iG_JTUJCCtwF-tzU_iP_ZVaODxaANDpLtZ9BY754U4","https://80.img.avito.st/image/1/1.kMPgw7awPCrWdL4nzJHy_8FjPipQajQgVg.8iG_JTUJCCtwF-tzU_iP_ZVaODxaANDpLtZ9BY754U4","avito","206","image/jpeg","2026-08-09T12:21:44.790Z","215","402","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1029","4045118897","/catalog/product/perednyaya-levaya-fara-voyah-free-original-1029/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.B1lnE7awq7BRpCm9ZScma0azqbDXuqO60Q.ksedkVhSeZrzYD5TFrENJDTXAnszKgf1m_8BJD-Q5cY","https://80.img.avito.st/image/1/1.B1lnE7awq7BRpCm9ZScma0azqbDXuqO60Q.ksedkVhSeZrzYD5TFrENJDTXAnszKgf1m_8BJD-Q5cY","avito","206","image/jpeg","2026-08-09T12:21:44.796Z","194","63","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1030","8012473614","/catalog/product/perednyaya-fara-levaya-byd-fangchengbao-titanium-7-1030/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.vNbQO7awED_mjJIypFHr6PGbEj9gkhg1Zg.Ms6rf74uAYbQlGOBSsSqhEOhXi6VDpvymnFRwPdpJSM","https://80.img.avito.st/image/1/1.vNbQO7awED_mjJIypFHr6PGbEj9gkhg1Zg.Ms6rf74uAYbQlGOBSsSqhEOhXi6VDpvymnFRwPdpJSM","avito","206","image/jpeg","2026-08-09T12:21:44.803Z","373","148","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1031","8012833750","/catalog/product/protivotumannaya-zadnyaya-levaya-fara-geely-preface-1031/","1","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.qnOE9rawBpqyQYSX3LTUT6VWBJo0Xw6QMg.Q_iPCub0NCFgEGuhcvPUCMT5uxv13eQEQqPEZZOI7XY","https://80.img.avito.st/image/1/1.qnOE9rawBpqyQYSX3LTUT6VWBJo0Xw6QMg.Q_iPCub0NCFgEGuhcvPUCMT5uxv13eQEQqPEZZOI7XY","avito","206","image/jpeg","2026-08-09T12:21:44.807Z","688","505","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1031","8012833750","/catalog/product/protivotumannaya-zadnyaya-levaya-fara-geely-preface-1031/","2","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.hLLTAbawKFvltqpW1w-ngPKhKltjqCBRZQ.U2qYbH3DQMNKdHlJmel-Y57sQPIFS6lKpJ33-EyfgSg","https://80.img.avito.st/image/1/1.hLLTAbawKFvltqpW1w-ngPKhKltjqCBRZQ.U2qYbH3DQMNKdHlJmel-Y57sQPIFS6lKpJ33-EyfgSg","avito","206","image/jpeg","2026-08-09T12:21:44.812Z","709","455","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
"1031","8012833750","/catalog/product/protivotumannaya-zadnyaya-levaya-fara-geely-preface-1031/","3","http://avito.ru/autoload/1/items-to-feed/images?imageSlug=/image/1/1.CH3sQbawpJTa9iaZ8D0zT83hppRc6KyeWg.0U3utjWJ98JzAVh2jbXZ3efOroHyDDyE2PzTefg5xTU","https://80.img.avito.st/image/1/1.CH3sQbawpJTa9iaZ8D0zT83hppRc6KyeWg.0U3utjWJ98JzAVh2jbXZ3efOroHyDDyE2PzTefg5xTU","avito","206","image/jpeg","2026-08-09T12:21:44.814Z","726","587","confirmed_by_owner","company_avito_account","approved","pending_review","pending_review","pending_review","pending_review","false"
